metier_original,occurrences,traduction_fr,est_malgache
AGENT DE CREDIT AO AM AGENCE VAHATRA,1,AGENT DE CRÉDIT CHEZ AGENCE VAHATRA,True
RESPONSABLE MAGAZINIER,1,RESPONSABLE DU MAGAZINE,True
RESPONSABLE ADMINISTRATION,1,RESPONSABLE ADMINISTRATIF,True
CHAUFFEUR TAXI BROUSSE TANA FARANGANA,1,CHAUFFEUR DE TAXI BROUSSE TANA FARANGANA,True
SECRETAIRE GENERAL COMMUNE,1,SECRÉTAIRE GÉNÉRAL DE LA COMMUNAUTÉ,True
Aide chauffeur tracteur,1,Aidez le conducteur du tracteur,True
RESPONSABLE MAGASIN,1,RESPONSABLE DU MAGAZINE,True
DIRECTEUR EPP SANJAHANA,1,DIRECTEUR DU PPE,True
RESPONSABLE SILC,1,RESPONSABLE SILC,True
CHEF FOKONTANY,1,CHEF DE VILLAGE,True
SECRETAIRE D'ECOLE,1,SECRÉTAIRE D'ÉCOLE,True
AGENT MOBILIER,1,AGENT MOBILE,True
AGENT IMMOBILIER,1,AGENT IMMOBILIER,True
CONSULTANT COMPTABLE INFORMATIQUE,1,CONSULTANT EN COMPTABILITÉ INFORMATIQUE,True
SECRETAIRE JUGE D'INSTRUCTION PAC,1,SECRÉTAIRE JUGE D'INSTRUCTION PAC,True
CHEF DE SERVICE DE L'INSPECTION PEDAGOGIQUE,1,CHEF DU SERVICE D'INSPECTION PÉDAGOGIQUE,True
AIDE CHAUFFEUR CAMIONNET,1,ASSISTANT-CONDUCTEUR DE CAMION,True
SKIPPER ( chauffeur vedette),1,SKIPPER (pilote vedette),True
AIDE CHAUFFEUR AMINY CAMIONNETTE,1,ASSISTANT CONDUCTEUR CHEZ CAMIONNETTE,True
CHAUFFEUR CAMION MITONDRA VANILLE,1,CHAUFFEUR DE CAMION VANILLE,True
SECRETAIRE DE BUREAU ACEP MADAGASCAR TSARAMANDROSO,1,SECRÉTAIRE DU BUREAU DE L'ACEP MADAGASCAR TSARAMANDROSO,True
CHEF CUSINE,1,CHEF DE CUISINE,True
OUVRIER AO AM SOCIETE LJA,1,OUVRIER CHEZ SOCIETE LJA,True
CHAUFFEUR SERVICE JIRAMA,1,CHAUFFEUR DE SERVICE JIRAMA,True
AGENT COMMERCIALE,1,AGENT COMMERCIAL,True
CHAUFFEUR PATRONAL,1,CHAUFFEUR PATRON,True
CHAUFFEUR KIBOTA MPITATITRA ENTANA,1,CHAUFFEUR KIBOTA TRANSPORTEUR,True
CHEF MAINTENANCE AMIN'ny hopital,1,ERREUR: The read operation timed out,True
ELECTRICIEN ET PLOMBIER,1,ÉLECTRICIEN ET PLOMBIER,True
CONTROLEUR DES AGENT D'INTERVENTION,1,CONTRÔLEUR D'AGENT D'INTERVENTION,True
CHAUFFEUR BADJAJE,1,INSIGNE DE CONDUCTEUR,True
RESPONSABLE D'ARCHIVE MINISTER TOURISSMEµ,1,RESPONSABLE D'ARCHIVE MINISTRE DU TOURISMEµ,True
CHAUFFEUR BAJABJ,1,CHAUFFEUR BAJABJ,True
OUVRIER METALIQUE,1,ATELIER MÉTALLIQUE,True
COMPTABLE AO @ FEDERATION EDVENTISTE,1,COMPTABLE À LA FÉDÉRATION ADVENTISTE,True
RESPONSABLE VOLONTAIREAT,1,RESPONSABLE BÉNÉVOLE,True
AGENT BATIMENT,1,AGENT D'EXPÉDITION,True
AGENT DE SUIVIE,1,AGENT DE SUIVI,True
CHAUFFEUR KUBOTA,1,CONDUCTEUR KUBOTA,True
CHAUFFEUR NY BAJAJ,1,CONDUCTEUR BAJAJ,True
CHAUFFEUR VOITURE,1,CONDUCTEUR DE VOITURE,True
SECRETAIRE A,1,SECRÉTAIRE A,True
SECRETAIRE NY EPP,1,SECRÉTAIRE DU PPE,True
ASSISTANT TECHNIQUE REGIONAL,1,ASSISTANT TECHNIQUE RÉGIONAL,True
CHEF DE DIVISION DE FORMATION,1,CHEF DE LA DIVISION FORMATION,True
TECHNICIEN FORRESTIERE,1,TECHNICIEN FORESTIER,True
MEDECIN CHEF,1,MÉDECINE EN CHEF,True
AGENT DE QUART,1,AGENT QUARTIER,True
SECRETAIRE ADMINISTRATIF,1,SECRÉTAIRE ADMINISTRATIF,True
SECRETAIRE  ADMISTRATIF,1,SECRÉTAIRE ADMINISTRATIF,True
ELECTRICIEN JIRAMA,1,JIRAMA ÉLECTRICIEN,True
RESPONSABLE LOGISTIQUE MINISTERE ELEVAGE,1,RESPONSABLE LOGISTIQUE DU MINISTERE D'ELEVATION,True
SECRETAIRE AO AMIN'NY OPHAM,1,SECRÉTAIRE CHEZ OPHAM,True
COMPTABLE AO AMIN'NY OPHAM,1,COMPTABILITÉ CHEZ OPHAM,True
CHAUFFEURE MANAO LIVRAISON,1,CHAUFFEUR-LIVREUR,True
CHAUFFEUR TAXI VILLE,1,CHAUFFEUR DE TAXI VILLE,True
CHEF DE FERME,1,CHEF DE FERME,True
